,genre,file_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00020.wav,-404.38614896075717,143.73025043201008,-10.996054626217132,46.39114207411676,19.850790841551518,18.01285488799309,11.840949438452235,-0.2872559139748111,7.927807495913983,-2.0180182904134347,2.7179885591170536,0.0014929700532404315,-0.1508374484058788,2.3564616744950624,-0.8617476058676325,1.2978193854052553,-0.1262692608378838,0.42993637520780015,1.9808413937212308,2.66757253084569,53.07226921475395,21.187799591966236,23.27736229818908,11.746546928622598,12.320187051447537,8.049474496954934,9.848094174319076,6.896336624346699,7.708445464624058,8.917660331538139,6.990492778055391,7.888842950226999,5.993861309807609,6.818160288433437,8.091907332108967,7.9105586986323955,7.793724509588402,9.318735566116302,10.57186690794737,8.927505726649386
1,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00083.wav,-176.86442418618816,119.85014933716857,-35.43243287138542,77.79015354423109,-39.544402606164255,39.66743495794043,-23.298893669783656,19.72231381370284,-12.824486274050393,1.8121219837537257,0.18170950195138566,-3.0805679550108582,10.979192129846064,-10.220467529102324,12.790864245342966,-9.730845595137657,12.907176091724695,-7.183268910490892,7.048654344819156,-1.9700875362954686,41.06546911864838,22.541946592817144,17.78071934648025,13.329388031781507,12.36355434228299,9.15572213979805,7.8911249953376705,7.588511687627245,6.826579527123159,6.932589665400248,6.59006689020493,7.124468004518357,5.761781139469842,5.910253030866308,5.878076367756573,6.483721278555569,6.641683334360239,6.800666681562592,5.720090650086485,6.091751246971482
2,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00059.wav,-214.9896405601149,147.67290095900057,5.786964031052048,57.37600675989885,-1.5289369280054232,25.839422617504013,-3.6629305741503786,12.610632930590919,2.6208546701649484,1.7869699253577538,6.779877353780515,-1.4736691348836057,7.075638889534769,-6.483929674548675,2.9336166962330217,-4.066912110947358,3.882807914459039,0.49985448580546754,1.7467526494490941,2.324013506177356,58.36217500278121,23.798486211053813,27.41591932455436,13.624625500774263,12.56264052615889,11.71988850346404,10.117914718760723,8.235407554567825,8.901826397133549,10.171352190969296,8.569992113714575,8.68675146870737,6.7893480785694456,7.9342419162534386,9.2867729824667,8.387410365125232,9.124896791162959,8.48116530221061,8.57030281561761,8.898347979673824
3,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00034.wav,-187.66301992935462,159.64080410893447,-56.65352848954305,62.57170734166064,-6.155235033932504,16.654767118297546,14.840049954727561,-1.5210222479908333,8.6948705041673,-12.376440548121346,8.212720540149762,-7.8744152396665585,-3.386159713900167,0.2834883947429505,-6.458468259200461,3.746305360695384,-6.3604353145951595,2.104086452302819,-1.5177682535832153,-4.028881669955439,50.30492123243062,21.87926041897155,25.563656894430387,15.513251299542606,11.06659889679985,7.564049505326233,7.932390900479223,6.5019973678061485,6.5083437408881615,7.7137842693512635,7.99518677162412,7.982265630643364,8.597374253194582,7.936250836541435,8.679452111437344,8.876587147306209,9.218476744525042,9.194124493485408,9.653700070800936,8.878288241511981
4,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00027.wav,-302.91176869841564,150.4628614898385,-36.05056649750206,71.55561443792689,-9.980160305662356,18.034373990016924,-2.3493200030556327,11.005214445455204,6.552369602929273,-14.045093644646613,16.268165103472167,-8.258174990272146,8.060081723612202,1.982515903912917,2.1955951495494377,1.6866020331915699,-6.292850687558972,7.042529353567296,-5.69939870739251,2.0601866918831764,41.406251909827226,14.732769341182124,21.99985491795689,9.122126479489536,8.92489454518591,9.697973089854472,5.636621745862749,6.673090180750107,5.466651058023219,7.310036400947814,5.62111540520182,5.764286888954005,5.893719487124888,5.593330997740955,5.884513843625586,6.760427341634986,5.678465183891388,6.3149600420403385,8.101568618016596,10.25041441667456
5,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00055.wav,-291.7469371816071,204.6762648432192,-13.465293856134974,36.44012163929525,19.501239537324185,-5.101104871274435,9.665237559596507,0.5774886403242258,-10.134661921084211,-8.825834351335159,-2.679084921637481,-4.982290759161545,-3.164561380839341,-2.199670194692304,-6.039197756585721,-4.112033379017164,0.7398106034576215,0.6497061937825626,-3.7942176833529833,-3.9124240415653575,47.42694311186281,19.46738644409209,29.712806903144145,12.99570806039185,10.785926904410442,7.919735835026346,6.834765982985165,8.987368272242163,6.161339281309542,6.691106207507302,7.130530959821174,6.660516062598758,6.014412356879213,5.925498356529712,5.042323295822881,6.084781299235097,5.457109847966358,6.172079301745511,6.420028968923945,7.375847318660298
6,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00060.wav,-224.7465785843084,162.15806714831237,-18.200513581052753,29.633902692889794,-2.85667643652502,12.505086702931512,0.85541389387528,9.196136264178172,-2.1015755940610186,-0.4747845889926389,3.372367537539436,-4.023725792413152,4.327086913662964,-4.529607945350904,6.539789725292918,2.171591526933448,-0.47736205140147003,-0.4617888536875668,2.37185029569682,2.7840726787853534,43.90414204415478,19.086673011013783,21.26942697336015,17.441589805466,11.546912328897701,9.757173781868126,8.187107286213992,7.917471032949657,7.256985594724113,7.128806569691831,6.783925651769698,6.338305516962897,6.775075369162672,7.596512776271585,7.702280131283865,7.759474776595285,8.00293087064968,9.630669948983046,8.498662845687194,9.157925049278218
7,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00038.wav,-219.05071879038385,169.43209542887337,-51.36655834485262,53.341838705414666,-7.974637752868328,14.250753226162782,-0.8936974484953994,1.2329225558433576,6.695935361566934,-8.16366509777926,8.603841941766325,-10.702680168703873,2.264161292442544,-7.850806861583317,-1.524487590516469,2.5696589371201752,-11.816871734614104,1.4892593306754023,-6.928549916559957,1.5223871594907519,49.244045965124776,17.03859678371334,24.07617767453674,19.534042891740548,11.672105877183784,8.682027453755223,6.857820912207666,7.40534806466637,6.707966296392305,6.786798904697045,6.501305873371314,6.273221938034342,6.968612352983364,6.58164283416861,6.6821801514761265,8.432675056480061,6.187253611762409,6.508843791404658,7.354953851502882,7.008417356078569
8,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00037.wav,-230.85208639768493,169.82752854838537,-23.305835750195346,31.340887106086598,-1.0929103637287605,7.834607065103282,7.383483498007565,2.1030167409788336,4.315878283069208,-5.19438128746579,5.714710839021582,-3.75368232044136,1.6953213613944047,-0.16401319323416727,1.3076347469086642,7.315065681487138,-4.64689473479776,2.1012065711953385,1.6722777602266794,1.7558546060707998,42.232107313129205,18.006870799504323,22.454505661161203,18.31651502358859,11.685545386030038,9.233306629778061,7.1965391599642174,7.528286278598347,6.886214388940841,7.2643409200358695,7.454270867034409,6.697083748509863,6.871570070760201,7.366912632625162,7.532150935059213,7.325179020262314,8.30173321204485,9.31365392321059,8.841164344910146,9.178437179307107
9,jazz,BDSMusicGenreClassification/genres/jazz/jazz.00024.wav,-242.85159897632596,147.5679098493099,-47.09944015056876,59.0695368277494,-16.289596151806634,21.055843820837662,-0.07212661695463994,-2.2277228384623964,8.862903518219943,-10.032044215158995,11.285543166404079,-6.620765385494082,6.5351022442603215,2.9319962457497293,1.0769858805946502,5.199452325038988,1.8411759901722118,7.321861152283416,-4.699713729023582,0.8432714562142735,50.06746072186873,25.904409307617144,21.277966123979365,17.98086941325448,13.332091947728987,8.608109324704172,8.410957268275387,7.5706373904534905,6.626753113435802,6.456268795107505,7.389041853380686,7.811004239813347,7.46701021032467,7.693744990378955,7.914743837133289,8.083422895466462,9.39656350089959,9.437610234729748,7.6504833925001945,9.017128382774684
